id;first_name;last_name;matches;goals;wins;age
86;Tobe;Prangnell;4;1;15;78
28;Jasmine;Breen;39;91;29;38
8;Dulsea;Grishanov;49;21;25;47
9;Ree;Bidgod;64;77;42;56
86;Myrna;Itzig;7;40;51;69
85;Welbie;McMarquis;76;69;16;23
48;Delainey;Wile;47;6;81;33
39;Sonnie;Fidell;72;76;72;43
18;Alleyn;Sullens;49;87;10;29
55;Mavis;Smalcombe;4;89;22;29
46;Bidget;Ketteman;63;38;30;69
1;Neely;Charnock;49;42;23;55
92;Neal;Temblett;74;54;97;21
6;Megen;Dowman;9;77;82;74
67;Saundra;Serrurier;90;75;20;86
57;Kara-lynn;Covendon;9;8;15;94
40;Sibyl;Habbal;73;87;4;89
73;Everett;Suthren;9;96;18;70
36;Tiff;Persich;25;41;62;62
78;Sher;Ackroyd;80;73;24;23
1;Tiffanie;Wann;22;44;51;42
1;Milton;Cannicott;92;58;7;27
3;Elfreda;Cicero;21;32;7;18
60;Weston;Fache;56;64;59;62
88;Paulie;Skill;42;69;90;60
39;Tawsha;Serjeant;61;4;73;53
35;Tanner;Vasyushkhin;44;98;83;34
82;Bernard;Badsey;16;48;1;98
40;Willis;Ruben;27;50;98;44
48;Lainey;Coupman;35;55;67;91
20;Joy;Mapp;83;91;47;46
1;Ogden;Stainbridge;37;26;13;8
95;Branden;MacGlory;7;51;62;14
52;Marketa;Seamen;96;83;94;70
89;Antonetta;Elvidge;42;57;89;39
51;Towny;Linggard;55;90;25;82
90;Kattie;Itzkov;42;4;26;52
8;Reba;Thornewell;17;30;84;20
30;Monte;Ohrt;75;77;36;26
38;Julita;Bostock;94;55;48;45
11;Johnath;Falkner;97;72;65;17
71;Melitta;Dripp;18;43;45;40
86;Irwinn;Sigg;1;93;15;35
34;Lonee;Hotson;63;58;46;12
72;Nesta;Blackborow;93;75;44;17
72;Delano;Kitcat;41;6;62;27
28;Dolli;Truscott;96;69;7;84
86;Gregory;Keller;96;50;37;66
89;Marnia;Fishburn;37;68;97;63
69;Rik;List;54;45;15;13
99;Ester;Thurley;75;86;100;58
54;Dorelle;Cholton;47;93;16;61
86;Calvin;Jahan;8;85;57;29
62;Damiano;Drohane;2;60;51;23
38;Mareah;Sahlstrom;33;89;94;3
88;Odessa;Gelly;1;44;29;84
33;Stan;Windross;47;89;75;96
66;Barnebas;Witheford;25;73;46;47
5;Amabel;Schettini;86;51;39;30
88;Art;Portchmouth;97;38;17;65
100;Corella;Gibbings;43;27;36;12
7;Brannon;Pes;24;2;59;26
5;Roth;Vashchenko;66;67;11;58
66;Charlie;Trood;38;4;33;60
92;Kesley;Dredge;89;16;20;1
56;Corabel;Devenish;85;3;31;57
93;Cad;Dikles;32;81;38;23
28;Quincy;Binch;38;82;79;74
60;Dre;Bettley;77;34;82;75
82;Timoteo;Dolley;68;37;38;55
82;Philip;Blew;13;2;45;36
84;Ely;Spedroni;75;24;81;45
2;Kippar;Sleaford;28;77;23;58
74;Dacie;Fortey;47;62;81;81
51;James;Gelling;95;69;19;12
34;Martynne;Cobley;14;22;91;33
92;Shay;Haselgrove;32;6;36;75
89;Konstance;Venturoli;78;67;49;25
95;Lizabeth;Teliga;46;32;83;46
9;Willabella;Powell;29;57;78;85
8;Dido;Collelton;49;74;17;31
72;Claudetta;Clayill;96;34;4;11
20;Gaylene;Bobasch;32;77;73;10
63;Tallulah;Bebb;23;25;1;75
11;Hilliary;Dobson;65;58;29;62
30;Levey;Toft;99;29;12;61
99;Mauricio;Raleston;26;4;69;34
61;Lannie;Linskill;38;91;59;55
3;Oran;Cone;57;5;39;26
41;Sauncho;Miroy;51;20;2;24
87;Emma;Maxweell;73;8;64;4
82;Erny;Claypoole;41;68;24;64
35;Andi;Clee;85;54;17;18
72;Fanechka;Sellack;11;58;2;87
67;Melitta;Licquorish;4;46;57;67
33;Leland;Pagett;54;16;10;13
45;Kipp;Burrow;63;25;82;81
32;Mauricio;Nower;22;50;10;7
36;Karlen;Darlison;31;54;60;39
40;Wileen;Keeney;41;10;91;10
43;Doyle;Eddisforth;27;100;75;54
64;Vin;Hudson;53;12;3;68
54;Chen;McCartan;34;64;15;36
76;Emalia;Entres;17;90;29;52
98;Kristina;Ligertwood;13;97;99;68
78;Marie-ann;Tumilty;37;61;82;94
87;Elberta;Slemmonds;70;31;50;35
7;Had;Oxshott;19;51;4;36
86;Beckie;Goudy;97;1;93;67
20;Dulce;Comford;90;52;35;52
79;Alix;Lamming;19;59;79;79
50;Gib;Dibben;81;55;60;90
79;Vannie;Bezzant;20;57;97;7
91;Roddie;Wenzel;95;98;97;83
27;Debor;Farraway;2;87;21;27
5;Tabbi;Juhruke;46;3;1;87
9;Desmund;Karsh;98;69;94;35
43;Kirsti;Barbrook;85;56;18;54
96;Darrel;Winnett;99;31;52;38
88;Bogey;Dublin;85;25;88;7
88;Dasya;Arbuckel;29;67;16;9
37;Clo;Kyberd;89;99;18;96
22;Jan;Jobern;91;79;33;36
100;Romy;Gannicott;9;27;83;7
88;Lindsay;Hebson;93;48;49;28
86;Emalia;Slowley;10;75;53;12
41;Robinet;Tolworth;95;5;2;32
91;Brig;Ovize;71;81;14;25
96;Durward;Tilston;21;93;39;32
21;Johnny;Ropartz;85;46;2;19
76;Stephen;Yeowell;99;5;77;21
90;Otes;Elcomb;17;19;87;58
56;Adora;Merrison;24;36;96;63
30;Noelyn;Hedditch;31;12;2;27
72;Israel;Ellam;29;6;97;35
69;Zoe;Guage;77;75;15;39
26;Bethany;Beevor;31;77;16;40
12;Hubert;Staves;81;5;27;14
21;Aldous;Edon;25;76;24;86
80;Larisa;Bladder;25;12;20;40
46;Josselyn;Skillanders;64;32;12;36
92;Romeo;Neno;46;44;27;97
48;Caron;Jills;43;47;37;74
45;Johnathan;Khristyukhin;67;48;20;42
86;Alford;Adlem;66;78;89;72
39;Liza;Ralton;28;59;48;38
94;Dillie;Dancey;44;25;20;75
97;Silvie;Dinnis;20;11;97;52
56;Marius;Wickliffe;56;8;84;58
82;Binnie;Oldfield-Cherry;37;16;6;98
75;Harry;Luxton;3;50;39;33
12;Saree;Lount;2;55;87;85
95;Carmelina;Brecknall;17;55;59;20
6;Emalee;Hopfer;74;36;77;43
9;Cosette;Tutt;70;54;24;12
47;Vitoria;Lynam;99;29;33;60
26;Garald;Clyburn;35;16;91;71
59;Lottie;Siveter;73;30;72;68
51;Conny;Preuvost;46;2;11;2
36;Wolfie;Brumbie;76;57;49;48
37;Antoine;Hazeldene;77;72;32;43
80;Reggis;Harriday;17;36;65;49
7;Latisha;Hexter;6;33;47;19
77;Irena;Kuna;20;30;40;21
70;Gertruda;Walklot;26;33;91;82
64;Tawnya;Fairhurst;6;81;27;26
46;Madlen;Harkess;67;63;81;84
27;Issie;Le Huquet;98;10;35;44
47;Ingeborg;Laird;50;54;9;10
2;Loutitia;Rudge;14;13;56;33
78;Catherina;Haddleton;13;43;100;41
70;Zara;Kordova;49;64;31;95
33;Karna;Coat;60;54;42;38
29;Farleigh;Quayle;88;20;75;74
50;Bamby;Challicum;20;3;100;17
98;Ulrick;Iggo;49;30;77;80
5;Clareta;Arkin;38;66;42;46
67;Doloritas;Bubbings;55;10;40;69
20;Susannah;Gockelen;70;48;12;59
66;Therine;Panting;55;16;64;17
91;Charlie;Whenman;98;86;79;77
88;Tiertza;Sherel;51;13;57;72
53;Olenolin;Krol;54;67;24;11
16;Francisco;Pirelli;51;21;18;69
70;Koral;Van Ross;53;84;60;48
13;Dorothee;Neligan;7;72;34;44
50;Nyssa;Chittenden;36;39;74;66
33;Leena;Haggett;99;41;82;58
87;Englebert;Surgey;59;86;4;50
49;Marion;Oven;3;10;52;92
72;Flossie;Ablitt;74;68;76;39
39;Janene;Statter;83;57;31;99
32;Atlanta;Fitchett;74;58;21;15
86;Frazier;Sillars;21;55;62;1
90;Maurizio;Block;86;96;5;97
38;Evanne;Strooband;41;34;88;52
49;Alonzo;Espinel;75;19;76;31
84;Joshuah;Kemme;35;97;73;80
47;Timmi;Wallenger;58;8;77;95
53;Mateo;O'Sheils;91;82;88;7
76;Augie;Gardener;82;20;28;36
1;Jordon;Gimbrett;86;79;53;61
92;Donavon;Kerfod;95;54;82;33
79;Emmy;Jakoubek;60;43;22;95
44;Marcel;Lofts;100;81;22;12
53;Erminia;Sprull;56;85;15;76
90;Kailey;Bradberry;27;70;67;28
12;Daphna;Founds;8;40;69;26
92;Jerrylee;Vittle;50;13;74;73
74;Isa;Kemmis;54;49;91;57
98;Buddy;Child;8;24;19;84
79;Cherianne;Topling;82;41;67;42
20;Carmine;Carlson;18;27;9;3
95;Sande;Ethersey;97;48;91;100
2;Janis;Acreman;47;66;45;49
95;Grayce;Dunthorn;96;61;95;51
32;Quentin;Elsegood;77;91;88;53
67;Walther;Tomsett;10;13;92;98
40;Haslett;Ancketill;62;66;39;53
42;Kaila;Caldroni;25;68;49;3
98;Giraud;Glasper;19;27;87;67
29;Afton;Bras;12;54;56;67
36;Nevil;Bilbrooke;33;7;72;92
45;Miles;Nevet;19;70;73;81
60;Hernando;McGready;54;9;97;60
31;Adelice;Bindon;95;60;94;82
2;Ransom;Drinkel;93;41;40;7
7;Nettle;Lordon;83;97;25;88
67;Ethelind;Kalderon;75;35;76;18
63;Thomasina;Lamden;41;52;32;33
78;Ottilie;Houdmont;73;11;26;6
27;Billi;Largen;25;67;88;94
71;Lexi;Bogue;24;95;63;43
66;Leonelle;Huxstep;75;17;49;9
40;Aurea;Griffin;64;23;61;71
76;Aline;Walsom;6;42;9;1
11;Parke;Piquard;81;72;62;83
70;Debby;Jack;66;100;37;48
91;Shela;Flemyng;3;35;45;53
82;Hadria;Driver;29;8;22;17
60;Cory;Loseby;68;79;55;8
79;Hester;Errowe;70;14;34;100
100;Staford;Raffin;28;57;15;16
12;Kath;Ridolfi;76;88;4;79
70;Mart;Cassy;82;13;76;10
7;Eydie;Scranney;26;77;44;4
15;Ancell;Keuntje;61;85;72;85
42;Natty;Allkins;77;67;78;3
13;Nata;Aiston;81;13;69;73
39;Abby;Charle;87;87;59;87
95;Reinhold;Presswell;21;41;66;43
51;Paddy;Hubbart;14;39;29;64
67;Joan;Hewson;94;16;15;2
44;Archy;Bullene;67;17;86;74
46;Carolin;Bettles;23;16;81;98
10;Winna;Rodenborch;11;28;73;60
18;Frieda;Peek;68;99;22;40
48;Stormi;Bruckshaw;43;89;72;3
68;Silvester;Petruska;100;68;83;9
24;Mellie;Wisdish;81;64;87;11
98;Byran;Fayne;57;73;75;56
84;Ede;Rottery;96;78;96;9
65;Dylan;Slight;1;38;25;72
63;Marta;De Luna;70;99;37;100
70;Ennis;Chaman;38;59;25;9
81;Willette;Greenfield;20;40;76;74
100;Merry;Buckley;19;58;11;74
81;Theresita;De Vaux;100;13;90;54
57;Dorothy;Fuzzens;36;99;70;63
77;Nevin;Matcham;59;68;77;79
96;Fredelia;Yanyushkin;34;15;9;26
4;Hugibert;Doghartie;84;31;50;91
40;Gwenneth;Jolliff;2;40;45;58
5;Ameline;Meade;24;12;65;15
75;Luther;Rulf;23;3;72;76
5;Darb;Jeffels;59;5;10;5
53;Giulia;Warriner;46;29;8;33
34;Charlene;Crisford;23;79;89;37
24;Montgomery;Geertz;92;31;2;6
81;Seamus;Kleinholz;67;56;35;38
62;Avram;Kubanek;79;7;39;99
85;Renell;Pieter;5;45;84;15
75;Fawne;Shavel;28;30;18;28
86;Lucia;Cosby;81;94;22;53
58;Jocko;Capaldi;87;53;44;77
7;Lura;Geany;17;74;77;63
48;Alwyn;Gaven;95;73;72;86
9;Alisander;Lowton;53;43;55;81
62;Kelcey;Durban;3;47;46;48
38;Clair;Giacopelo;97;5;40;89
76;Holt;Foucher;62;43;6;6
72;Kristofor;Cordner;60;28;81;90
98;Boyd;Aslum;12;55;95;55
52;Loralee;Belchem;20;82;96;29
58;Andras;Yesson;67;58;5;67
83;Raychel;Andryszczak;69;32;21;68
40;Alberta;Gosney;49;72;65;86
20;Sayre;Medhurst;81;11;19;53
2;Britni;Cromb;39;66;100;52
30;Con;Burn;49;54;92;23
48;Rosie;Fawke;23;15;67;85
2;Sheree;Eardley;85;26;34;64
14;Ashlan;Bamb;19;51;19;80
18;Ula;Cotes;55;79;31;78
40;Jessika;Moreinu;56;65;48;56
67;Bogey;Ruoss;13;26;44;17
54;Shadow;Ducham;62;4;3;33
32;Natal;De Ambrosis;88;67;84;67
39;Leoline;Leary;30;25;4;74
87;Joelly;Ridgewell;27;84;33;21
87;Ailsun;Battrum;87;44;78;27
75;Thane;Tunnoch;88;70;83;86
