id,first_name,last_name,matches,goals,wins,age
689,Carly,Broadstock,1,879,38,8
690,Morgen,Mollon,173,290,117,38
691,Talyah,Phinn,156,771,157,6
692,Lacy,Limbert,154,578,85,2
693,Colleen,Lamball,176,62,63,36
694,Carmela,Punch,193,765,68,20
695,Layney,Westphalen,28,518,174,24
696,Hillier,Jiggle,42,603,20,29
697,Annadiane,Whear,200,865,61,20
698,Rianon,Osmund,27,705,74,9
699,Karleen,Hinks,160,599,94,25
700,Cindie,Cucinotta,145,718,89,2
701,Johnny,Fetterplace,130,272,36,18
702,Israel,Kniveton,191,313,116,21
703,Hastings,Della Scala,190,369,132,36
704,Olav,Ehrat,144,477,119,24
705,Boony,Shemelt,52,110,192,39
706,Allina,Padillo,118,655,99,17
707,Rheba,Janku,196,752,60,1
708,Timmi,Giacoppoli,29,428,192,20
709,Guglielmo,Marlowe,199,626,104,40
710,Valry,Panton,113,431,182,39
711,Irena,Manktelow,37,157,176,9
712,Alis,Tibols,112,92,138,29
713,Corella,Herion,133,674,24,10
714,Matthus,Stoyle,64,319,1,30
715,Dalia,Gorger,127,777,9,34
716,Any,Venners,53,647,144,9
717,Eugene,Tawse,52,171,181,16
718,Hashim,Chaucer,138,719,184,5
719,Allan,Gernier,139,957,7,36
720,Kermy,Pounder,164,623,147,11
721,Ricoriki,Alberti,170,486,146,12
722,Anneliese,Catterill,172,981,84,31
723,Alessandro,Verrick,112,716,75,25
724,Heriberto,Bottrell,119,316,89,9
725,Brnaba,Branford,166,800,63,11
726,Carlotta,Downey,139,747,108,19
727,Babs,Trumpeter,48,47,74,23
728,Johnna,Crossley,26,524,120,10
729,Coretta,Fairall,62,4,88,29
730,Mohammed,Grund,58,818,84,27
731,Bryce,Beadham,154,900,173,8
732,Ramsey,Settle,146,665,57,1
733,Janith,McBean,41,208,87,36
734,Bengt,Budge,134,456,151,26
735,Harrison,Ollie,135,273,1,21
736,Whitby,Robe,188,178,5,9
737,Marlon,Curro,132,978,67,28
738,Paola,Gilardone,198,63,5,4
739,Lionel,Maffey,75,508,190,15
740,Israel,Warrell,16,798,182,32
741,Far,Cooke,81,401,144,28
742,Alexander,Donohue,110,630,20,40
743,Caren,Haslewood,168,613,1,37
744,Wolfgang,Kondratyuk,165,354,65,37
745,Finlay,Faldo,184,618,94,1
746,Meara,Ramard,16,272,167,21
747,Jamey,Franceschielli,77,297,25,27
748,Barret,Sommerly,1,598,8,29
749,Francois,Rubenczyk,139,692,93,14
750,Faustina,Metschke,55,441,159,24
751,Modesta,Chaddock,99,216,126,9
752,Tawsha,Totterdill,117,96,196,14
753,Stephine,Roocroft,22,437,45,23
754,Cammie,Siddele,1,532,89,10
755,Byrom,Britton,193,343,142,3
756,Edin,Howroyd,199,49,4,7
757,Chaddy,Zanitti,39,691,177,14
758,Chickie,Riggs,32,640,65,1
759,Phyllida,Skittle,29,658,25,14
760,Ethelda,Dreghorn,34,46,118,25
761,Tilly,Rome,48,378,15,7
762,Baxy,Boram,143,301,48,12
763,Maximilien,Gierck,138,240,165,38
764,Lainey,Calcut,166,694,82,1
765,Odele,Langsdon,1,564,145,19
766,Corney,Vermer,2,777,174,19
767,Nicoline,MacFarland,96,296,28,15
768,Ronny,Lindwall,19,734,123,27
769,Boris,Bagg,173,341,167,9
770,Alfi,Jobe,75,810,136,7
771,Minna,Ganders,166,266,17,28
772,Lexi,Absolem,22,96,51,2
773,Valry,Goney,155,379,187,24
774,Cesaro,Onion,92,938,137,9
775,Lanae,Batrick,183,708,30,23
776,Elisa,Bend,84,127,183,22
777,Florrie,Studdal,195,212,44,2
778,Ash,Mintoft,50,454,94,14
779,Penny,Crockatt,9,52,197,26
780,Carlynne,Johnsey,168,115,172,26
781,Carrol,O'Brogan,81,140,10,21
782,Billye,Trundler,56,718,33,12
783,Eachelle,Einchcombe,157,823,196,21
784,Rachele,Maguire,52,767,19,2
785,Anatollo,Dufoure,89,330,47,7
786,Monika,Jennemann,133,124,172,2
787,Fleur,Limming,123,888,101,5
788,Flossy,McCurley,26,635,177,33
789,Eugene,Standbrook,124,583,162,28
790,Laina,Freckingham,118,882,183,39
791,Normie,Obington,89,8,193,23
792,Victoir,I'anson,135,715,154,24
793,Augy,Curedell,99,641,111,16
794,Cassandre,Wisdom,179,240,132,14
795,Dane,Longley,139,66,90,4
796,Helene,Eschelle,8,25,145,15
797,Katine,Clint,177,388,120,33
798,Zebulen,Mainwaring,87,778,6,13
799,Dill,Devenish,96,109,90,14
800,Guenevere,Coucha,61,236,136,9
801,Hadleigh,Fernandez,185,730,159,30
802,Emlen,Woolvett,32,595,116,11
803,Elicia,Elwood,71,551,99,13
804,Helga,Moggach,102,974,166,21
805,Korella,Boards,139,371,186,39
806,Kort,Robotham,41,560,30,35
807,Olivie,Senett,153,591,170,18
808,Hyacinthe,Kaye,130,846,101,17
809,Basilio,Albisser,75,501,53,9
810,Larry,Bruniges,109,350,81,34
811,Ruprecht,Dibdall,133,812,160,9
812,Randa,Sergeant,79,217,32,25
813,Owen,Guerreau,70,955,193,10
814,Boycie,Ruusa,141,401,3,7
815,Eugenio,Laverty,91,174,189,19
816,Bordy,Paige,47,624,96,25
817,Elberta,Pisculli,200,789,136,6
818,Kaela,Shepley,165,482,43,26
819,Emili,Corneil,132,812,47,17
820,Angus,Crotty,65,407,189,15
821,Allis,Tresvina,37,150,197,1
822,Olenolin,Benditt,194,702,144,18
823,Tremain,Orrey,75,430,194,1
824,Mame,Upcraft,64,4,167,2
825,Chrysler,Vesque,67,619,134,37
826,Julius,Babst,10,285,104,14
827,Susanne,McQuillen,24,910,162,4
828,Stafford,Bletso,175,99,197,5
829,Marcellus,Gooch,122,77,39,11
830,Lise,Hrachovec,114,179,129,37
831,Ava,Jepperson,41,866,52,38
832,Star,Naismith,126,529,122,34
833,Frank,Fenne,42,414,74,36
834,Gerrilee,Gunstone,138,972,96,10
835,Devon,Brendish,110,271,75,37
836,Demetris,Twitchett,71,245,163,12
837,Kalina,Dunklee,194,825,83,27
838,Christina,Sennett,171,15,49,13
839,Grissel,Mattia,178,944,9,24
840,Bunni,Fromant,1,883,86,23
841,Rick,Arpin,128,747,163,9
842,Jessika,Drake,112,890,61,21
843,Rowen,Euler,19,330,191,21
844,Charlena,Crinkley,153,464,58,19
845,Yetty,Criag,35,430,193,30
846,Karlens,Smaleman,71,143,134,18
847,Halsey,Ainsworth,146,574,172,2
848,Diena,Neiland,6,677,187,4
849,Melisandra,Belfrage,96,505,26,10
850,Gare,Barson,107,53,106,22
851,Suzette,MacAlroy,53,418,187,14
852,Berky,Leishman,41,680,81,6
853,Mel,Etchingham,156,507,16,12
854,Iggie,Firmager,161,68,29,9
855,Bary,Fairman,197,241,39,11
856,Ode,Black,130,256,63,20
857,Sigismondo,Ferronier,164,233,176,40
858,Karna,Gammill,22,66,20,28
859,Arni,Keeney,64,431,68,18
860,Stephanus,Sturt,121,715,7,31
861,Laurel,Martine,112,936,25,18
862,Vickie,Rodriguez,163,791,103,5
863,Karalynn,Jados,194,459,122,10
864,Sherwin,Rankling,164,44,172,20
865,Benson,Miles,3,115,126,2
866,Bryn,Bernth,160,398,154,18
867,Godfree,Gossling,17,941,148,6
868,Farra,Strong,71,229,106,16
869,Carmine,Winsom,111,790,13,5
870,Chrystal,Seamons,110,458,198,10
871,Tuesday,Petasch,106,976,6,39
872,Garald,Brisson,103,196,96,10
873,Aksel,Dunnico,144,534,162,33
874,Marrissa,Rusbridge,85,200,182,23
875,Cesare,Ahrens,101,88,6,32
876,Xylia,de Voiels,66,734,138,21
877,Omero,Stredwick,111,40,101,2
878,Ernestine,Thomson,4,590,53,12
879,Frannie,Harris,59,860,61,18
880,Edgar,Knolles-Green,128,765,195,4
881,Karole,Neising,57,518,128,19
882,Eve,Guerreru,56,970,197,14
883,Malissa,Scardafield,40,7,82,23
884,Sydelle,Ilbert,186,289,47,26
885,Shaine,Rowena,199,34,121,1
886,Carny,Doulden,24,387,83,16
887,Josh,Reynard,126,148,78,17
888,Joanie,Dikle,34,933,43,19
889,Shelli,Sigward,133,818,93,11
890,Dreddy,Burrow,119,430,73,21
891,Joya,Randleson,132,27,147,29
892,Serene,Monaghan,80,139,74,33
893,Ulrick,Byart,133,809,195,29
894,Geoffrey,Kingsford,41,321,23,7
895,Glynn,Spedroni,29,93,187,8
896,Rodina,Otley,117,278,85,29
897,Frazier,Condell,54,919,21,1
898,Terrill,Ateggart,49,475,46,17
899,Abraham,Vairow,22,107,50,30
900,Joanie,Curee,194,240,162,23
901,Adina,Clark,164,556,85,24
902,Janetta,Fear,20,121,94,9
903,Tawnya,Eaglesham,140,394,111,18
904,Sallee,Shard,117,432,65,37
905,Zacharias,Lube,13,716,91,16
906,Ailyn,Ord,189,681,20,22
907,Malory,Cave,165,379,96,25
908,Norry,Brobak,65,8,23,21
909,Blane,Fenn,43,964,73,29
910,Harald,Kitson,166,251,52,37
911,Farrand,Flawith,135,532,6,19
912,Woodman,Drakes,182,540,51,28
913,Ronica,Litster,14,418,68,34
914,Dominick,Ciobotaro,133,314,135,18
915,Sonia,Huntingdon,133,783,9,16
916,Fred,Delwater,100,13,40,24
917,Ricca,Whenman,107,797,97,32
918,Damita,Aiskrigg,140,712,67,18
919,Debee,Wilkins,183,715,61,6
920,Meade,Stenton,190,2,33,32
921,Siouxie,Wolland,157,837,50,1
922,Charlton,Fawlkes,36,176,71,19
923,Renae,Foyle,73,223,95,38
924,Tova,Stolworthy,92,333,53,18
925,Elsi,Sowman,52,754,146,2
926,Kipp,de Werk,175,47,62,16
927,Julian,Grimsdike,121,970,20,16
928,Kylen,Benda,109,296,74,20
929,Boot,Fairtlough,143,754,167,24
930,Tatum,Royans,150,746,171,33
931,Cchaddie,Gascard,36,347,3,39
932,Ros,O'Shaughnessy,48,861,41,4
933,Tyson,Wasbey,69,331,84,30
934,Corney,O'Coskerry,132,486,152,9
935,Pattie,Sante,192,447,191,27
936,Demetre,Swetmore,57,459,22,23
937,Beulah,Livingston,29,151,163,3
938,Bliss,Upshall,129,905,113,25
939,Meg,Daniellot,163,102,173,35
940,Wilhelmine,Gritskov,114,937,142,18
941,Clemente,Sabine,54,853,175,21
942,Shanda,Astill,144,528,140,29
943,Doti,Salling,77,672,46,2
944,Miof mela,Goodbourn,56,465,87,37
945,Fran,Cashin,123,429,157,3
946,Morgen,Grigoliis,9,623,36,18
947,Kial,Stampe,3,538,85,15
948,Koren,Olin,181,275,92,27
949,Lindsay,Lukacs,162,2,165,33
950,Fiann,Gouldthorpe,148,813,47,8
951,Jacqueline,Sweatland,59,436,100,36
952,Vania,Hainey,36,497,154,27
953,Gilda,Paffitt,127,399,56,21
954,Barr,Aers,40,417,167,33
955,Anna-diane,Smalls,179,872,63,5
956,Stanley,Tobin,113,250,151,29
957,Rora,Borland,46,315,63,2
958,Laurel,Pimme,68,113,130,14
959,Florian,Piggin,103,948,16,7
960,Hirsch,Joddens,30,87,145,14
961,Dorice,MacElane,29,328,143,16
962,Tandy,Brigg,9,494,140,4
963,Matty,Linfield,20,651,80,18
964,Ekaterina,Shutle,58,361,164,38
965,Angelo,MacCroary,81,152,149,30
966,Beau,Folger,20,262,44,22
967,Janis,Sweeny,80,318,137,27
968,Gus,Blaik,186,810,38,9
969,Teodora,Klos,140,987,137,15
970,Alberto,Reye,10,900,94,3
971,Ronnie,Scotfurth,87,215,56,14
972,Gael,MacGeffen,72,553,58,16
973,Massimo,Carlick,185,313,14,13
974,Thorndike,Bowra,189,365,47,1
975,Bobbe,Arnaudet,150,824,183,30
976,Meridith,Anthona,43,781,141,25
977,Jean,Charter,3,907,114,14
978,Glenden,Siberry,110,727,150,3
979,Maynord,Grunnill,38,838,6,2
980,Edita,Forsbey,97,746,151,23
981,Richmond,Braund,98,416,74,25
982,Austin,Summerly,7,295,53,8
983,Vladamir,Bestwall,191,16,29,15
984,Ninetta,MacSherry,61,444,114,37
985,Brook,Gascoigne,153,59,7,16
986,Bendick,Klempke,110,490,42,33
987,Dwayne,Shinner,103,734,148,37
988,Ertha,Lankford,21,862,115,11
989,Addison,Tuttiett,86,713,182,21
990,Theo,Raise,148,767,133,5
991,Emmit,Jarmain,131,282,122,27
992,Zedekiah,Iban,14,955,190,35
993,Mal,Hucker,38,89,124,33
994,Colene,Gooderick,9,708,145,20
995,Sayer,Klehyn,134,495,99,14
996,Susanne,McGirr,20,126,152,25
997,Codee,Robertis,156,668,189,30
998,Holly,MacNeil,28,481,53,7
999,Reube,Sunderland,161,468,142,12
1000,Dodi,Packwood,133,435,96,30
